timestamp,worker_id,attempt,start_date,days,status,message
2025-12-14T17:24:35.782674,2,1,2025-12-18,4,print,[parser-2] attempt 1: starting range 2025-12-18 -> 2025-12-21
2025-12-14T17:24:35.783684,2,1,2025-12-18,4,start,starting range 2025-12-18 -> 2025-12-21
2025-12-14T17:24:35.784673,2,1,2025-12-18,4,print,[trace] create_browser_options start
2025-12-14T17:24:35.785676,2,1,2025-12-18,4,print,[trace] get_connection start
2025-12-14T17:24:35.970872,2,1,2025-12-18,4,print,[trace] get_connection yield connection
2025-12-14T17:24:35.972559,2,1,2025-12-18,4,print,[trace] PostgresPriceRepository.__init__ start
2025-12-14T17:24:46.136715,2,1,2025-12-18,4,print,[trace] SeleniumHotelGateway.__init__ start
2025-12-14T17:24:46.141716,2,1,2025-12-18,4,print,[trace] SeleniumHotelGateway._open_site start
2025-12-14T17:24:46.153715,2,1,2025-12-18,4,print,[trace] find_btn start
2025-12-14T17:25:15.593393,2,1,2025-12-18,4,print,"Нашел рамку ""block--content"""
2025-12-14T17:25:15.690184,2,1,2025-12-18,4,print,"Нашел рамку ""tl-booking-form"""
2025-12-14T17:25:15.988872,2,1,2025-12-18,4,print,Нашел и переключился на iframe
2025-12-14T17:25:19.016558,2,1,2025-12-18,4,print,"Нашел ""page-container"""
2025-12-14T17:25:30.795031,2,1,2025-12-18,4,print,[trace] PriceParsingService.__init__ start
2025-12-14T17:25:30.798591,2,1,2025-12-18,4,print,"[trace] parse_period start start_date=2025-12-18, days=4"
2025-12-14T17:25:30.870942,2,1,2025-12-18,4,print,[trace] parse_period processing date=2025-12-18
2025-12-14T17:25:30.893072,2,1,2025-12-18,4,print,[trace] get_regular_prices_for_date start dt=2025-12-18
2025-12-14T17:25:30.909641,2,1,2025-12-18,4,print,[trace] switch_dates start for date=2025-12-18
2025-12-14T17:25:31.220420,2,1,2025-12-18,4,print,"Нашел элемент ""input_date"""
2025-12-14T17:25:31.473555,2,1,2025-12-18,4,print,"Нашел элемент ""input_btn"""
2025-12-14T17:25:31.841300,2,1,2025-12-18,4,print,"Проскроллил к ""input_btn"""
2025-12-14T17:25:32.585070,2,1,2025-12-18,4,print,"Кликнул на ""input_btn"""
2025-12-14T17:25:32.913290,2,1,2025-12-18,4,print,"Нашел рамку выбора дат ""x-modal__container"""
2025-12-14T17:25:35.916811,2,1,2025-12-18,4,print,[trace] find_dates start
2025-12-14T17:25:41.843095,2,1,2025-12-18,4,print,Нашел список дат для выбора
2025-12-14T17:25:46.844979,2,1,2025-12-18,4,print,"[trace] find_date_btn start dt=2025-12-18, procedure=arrival"
2025-12-14T17:25:48.366632,2,1,2025-12-18,4,print,Кликнул по кнопке заезда
2025-12-14T17:25:48.367620,2,1,2025-12-18,4,print,"[trace] find_date_btn start dt=2025-12-18, procedure=checkout"
2025-12-14T17:25:50.065528,2,1,2025-12-18,4,print,Кликнул по кнопке выезда
2025-12-14T17:25:54.069389,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:26:07.076109,2,1,2025-12-18,4,print,На 18.12.2025 найдено: 32 доступных категорий
2025-12-14T17:26:10.102981,2,1,2025-12-18,4,print,Выбрал 1 категорию из 32 найденных
2025-12-14T17:26:10.102981,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:26:10.163515,2,1,2025-12-18,4,print,Переходим в категорию 1 из списка и спим 4 секунды
2025-12-14T17:26:14.170364,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:26:14.534958,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:26:17.540346,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:26:28.120104,2,1,2025-12-18,4,print,Выбрал 2 категорию из 32 найденных
2025-12-14T17:26:28.124110,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:26:28.218301,2,1,2025-12-18,4,print,Переходим в категорию 2 из списка и спим 4 секунды
2025-12-14T17:26:32.220999,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:26:32.442353,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:26:35.444097,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:26:45.802879,2,1,2025-12-18,4,print,Выбрал 3 категорию из 32 найденных
2025-12-14T17:26:45.804870,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:26:45.862148,2,1,2025-12-18,4,print,Переходим в категорию 3 из списка и спим 4 секунды
2025-12-14T17:26:49.865349,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:26:50.064946,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:26:53.066981,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:27:02.703143,2,1,2025-12-18,4,print,Выбрал 4 категорию из 32 найденных
2025-12-14T17:27:02.703143,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:27:02.747924,2,1,2025-12-18,4,print,Переходим в категорию 4 из списка и спим 4 секунды
2025-12-14T17:27:06.748834,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:27:06.900790,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:27:09.903199,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:27:19.553802,2,1,2025-12-18,4,print,Выбрал 5 категорию из 32 найденных
2025-12-14T17:27:19.554797,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:27:19.623244,2,1,2025-12-18,4,print,Переходим в категорию 5 из списка и спим 4 секунды
2025-12-14T17:27:23.626466,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:27:23.784389,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:27:26.786975,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:27:37.651785,2,1,2025-12-18,4,print,Выбрал 6 категорию из 32 найденных
2025-12-14T17:27:37.651785,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:27:37.694379,2,1,2025-12-18,4,print,Переходим в категорию 6 из списка и спим 4 секунды
2025-12-14T17:27:41.697051,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:27:41.908252,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:27:44.909889,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:27:58.254474,2,1,2025-12-18,4,print,Выбрал 7 категорию из 32 найденных
2025-12-14T17:27:58.255482,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:27:58.306002,2,1,2025-12-18,4,print,Переходим в категорию 7 из списка и спим 4 секунды
2025-12-14T17:28:02.308846,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:28:02.552994,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:28:05.558918,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:28:14.511216,2,1,2025-12-18,4,print,Выбрал 8 категорию из 32 найденных
2025-12-14T17:28:14.512210,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:28:14.554428,2,1,2025-12-18,4,print,Переходим в категорию 8 из списка и спим 4 секунды
2025-12-14T17:28:18.556316,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:28:18.765359,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:28:21.767438,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:28:31.963514,2,1,2025-12-18,4,print,Выбрал 9 категорию из 32 найденных
2025-12-14T17:28:31.964619,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:28:32.055464,2,1,2025-12-18,4,print,Переходим в категорию 9 из списка и спим 4 секунды
2025-12-14T17:28:36.057439,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:28:36.311803,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:28:39.313681,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:28:48.855915,2,1,2025-12-18,4,print,Выбрал 10 категорию из 32 найденных
2025-12-14T17:28:48.857930,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:28:48.930181,2,1,2025-12-18,4,print,Переходим в категорию 10 из списка и спим 4 секунды
2025-12-14T17:28:52.932346,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:28:53.122329,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:28:56.125308,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:29:07.168638,2,1,2025-12-18,4,print,Выбрал 11 категорию из 32 найденных
2025-12-14T17:29:07.169641,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:29:07.223188,2,1,2025-12-18,4,print,Переходим в категорию 11 из списка и спим 4 секунды
2025-12-14T17:29:11.226249,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:29:11.447206,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:29:14.449962,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:29:24.718484,2,1,2025-12-18,4,print,Выбрал 12 категорию из 32 найденных
2025-12-14T17:29:24.718484,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:29:24.778696,2,1,2025-12-18,4,print,Переходим в категорию 12 из списка и спим 4 секунды
2025-12-14T17:29:28.780924,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:29:28.929876,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:29:31.931594,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:29:43.066683,2,1,2025-12-18,4,print,Выбрал 13 категорию из 32 найденных
2025-12-14T17:29:43.068690,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:29:43.132525,2,1,2025-12-18,4,print,Переходим в категорию 13 из списка и спим 4 секунды
2025-12-14T17:29:47.136465,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:29:47.557819,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:29:50.559915,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:29:59.706866,2,1,2025-12-18,4,print,Выбрал 14 категорию из 32 найденных
2025-12-14T17:29:59.708860,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:29:59.793905,2,1,2025-12-18,4,print,Переходим в категорию 14 из списка и спим 4 секунды
2025-12-14T17:30:03.795637,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:30:03.923768,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:30:06.926976,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:30:18.123456,2,1,2025-12-18,4,print,Выбрал 15 категорию из 32 найденных
2025-12-14T17:30:18.125458,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:30:18.186005,2,1,2025-12-18,4,print,Переходим в категорию 15 из списка и спим 4 секунды
2025-12-14T17:30:22.189197,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:30:22.353973,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:30:25.355455,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:30:36.534946,2,1,2025-12-18,4,print,Выбрал 16 категорию из 32 найденных
2025-12-14T17:30:36.538942,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:30:36.693860,2,1,2025-12-18,4,print,Переходим в категорию 16 из списка и спим 4 секунды
2025-12-14T17:30:40.697836,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:30:40.925342,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:30:43.927507,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:30:53.108376,2,1,2025-12-18,4,print,Выбрал 17 категорию из 32 найденных
2025-12-14T17:30:53.111907,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:30:53.219336,2,1,2025-12-18,4,print,Переходим в категорию 17 из списка и спим 4 секунды
2025-12-14T17:30:57.221024,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:30:57.840426,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:31:00.843197,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:31:08.894254,2,1,2025-12-18,4,print,Выбрал 18 категорию из 32 найденных
2025-12-14T17:31:08.895258,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:31:09.005312,2,1,2025-12-18,4,print,Переходим в категорию 18 из списка и спим 4 секунды
2025-12-14T17:31:13.008656,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:31:13.238405,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:31:16.240806,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:31:24.667959,2,1,2025-12-18,4,print,Выбрал 19 категорию из 32 найденных
2025-12-14T17:31:24.670124,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:31:24.743010,2,1,2025-12-18,4,print,Переходим в категорию 19 из списка и спим 4 секунды
2025-12-14T17:31:28.746111,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:31:28.929151,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:31:31.934676,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:31:42.839232,2,1,2025-12-18,4,print,Выбрал 20 категорию из 32 найденных
2025-12-14T17:31:42.840886,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:31:42.937453,2,1,2025-12-18,4,print,Переходим в категорию 20 из списка и спим 4 секунды
2025-12-14T17:31:46.939423,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:31:47.378945,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:31:50.381785,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:32:02.172824,2,1,2025-12-18,4,print,Выбрал 21 категорию из 32 найденных
2025-12-14T17:32:02.176352,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:32:02.264942,2,1,2025-12-18,4,print,Переходим в категорию 21 из списка и спим 4 секунды
2025-12-14T17:32:06.270801,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:32:06.574821,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:32:09.578340,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:32:18.605138,2,1,2025-12-18,4,print,Выбрал 22 категорию из 32 найденных
2025-12-14T17:32:18.607168,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:32:18.689455,2,1,2025-12-18,4,print,Переходим в категорию 22 из списка и спим 4 секунды
2025-12-14T17:32:22.691234,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:32:23.250159,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:32:26.252918,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:32:37.266232,2,1,2025-12-18,4,print,Выбрал 23 категорию из 32 найденных
2025-12-14T17:32:37.268241,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:32:37.389493,2,1,2025-12-18,4,print,Переходим в категорию 23 из списка и спим 4 секунды
2025-12-14T17:32:41.392801,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:32:41.745696,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:32:44.750121,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:32:56.367983,2,1,2025-12-18,4,print,Выбрал 24 категорию из 32 найденных
2025-12-14T17:32:56.369673,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:32:56.447202,2,1,2025-12-18,4,print,Переходим в категорию 24 из списка и спим 4 секунды
2025-12-14T17:33:00.451635,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:33:01.401077,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:33:04.403459,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:33:18.070087,2,1,2025-12-18,4,print,Выбрал 25 категорию из 32 найденных
2025-12-14T17:33:18.072074,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:33:18.157844,2,1,2025-12-18,4,print,Переходим в категорию 25 из списка и спим 4 секунды
2025-12-14T17:33:22.159307,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:33:22.347088,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:33:25.350293,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:33:34.798404,2,1,2025-12-18,4,print,Выбрал 26 категорию из 32 найденных
2025-12-14T17:33:34.798404,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:33:34.849756,2,1,2025-12-18,4,print,Переходим в категорию 26 из списка и спим 4 секунды
2025-12-14T17:33:38.851177,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:33:38.999549,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:33:42.002200,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:33:56.208886,2,1,2025-12-18,4,print,Выбрал 27 категорию из 32 найденных
2025-12-14T17:33:56.209991,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:33:56.283213,2,1,2025-12-18,4,print,Переходим в категорию 27 из списка и спим 4 секунды
2025-12-14T17:34:00.285415,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:34:00.466398,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:34:03.470135,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:34:17.904412,2,1,2025-12-18,4,print,Выбрал 28 категорию из 32 найденных
2025-12-14T17:34:17.908693,2,1,2025-12-18,4,print,[trace] check_last_room start
2025-12-14T17:34:18.010027,2,1,2025-12-18,4,print,Переходим в категорию 28 из списка и спим 4 секунды
2025-12-14T17:34:22.014646,2,1,2025-12-18,4,print,[trace] extract_regular_prices start date=2025-12-18
2025-12-14T17:34:22.164058,2,1,2025-12-18,4,print,"Нашел кнопку возврата к выбору категорий и кликнул по ней, спим 3 секунды"
2025-12-14T17:34:25.166425,2,1,2025-12-18,4,print,[trace] find_categories start
2025-12-14T17:34:36.926672,2,1,2025-12-18,4,print,Выбрал 29 категорию из 32 найденных
2025-12-14T17:34:36.935797,2,1,2025-12-18,4,print,[trace] check_last_room start
